building_type,climate_zone,budget_level,area_sqft,floors,ceiling_height,occupancy,operating_hours,building_age,outdoor_temp,humidity,insulation,glass_ratio,recommended_hvac
Residential,Warm,Medium,3841.7,2.0,10.73,98.0,13.0,2.0,32.58,51.42,Good,Low,Multi-Split
Hospital,Cold,Medium,159278.26,10.0,13.73,7356.0,23.0,59.0,15.72,30.36,Average,Medium,Central Chiller
Industrial,Hot,High,94900.33,4.0,28.38,5275.0,23.0,4.0,46.92,39.1,Good,Low,VRF
,Hot,High,1416.64,1.0,10.01,29.0,7.0,8.0,38.51,42.87,Good,Medium,VRF
Residential,Warm,Low,2679.13,4.0,9.64,50.0,7.0,0.0,28.78,47.97,Poor,Low,Multi-Split
Hospital,Cold,Medium,180672.22,10.0,10.6,12413.0,23.0,38.0,23.28,28.84,Good,Low,Central Chiller
Residential,Warm,High,,1.0,9.03,63.0,6.0,29.0,30.95,51.55,Good,Medium,Multi-Split
Residential,Humid,Medium,2484.53,1.0,9.91,49.0,13.0,21.0,41.38,101.69,Good,Low,Split AC
Retail,Hot,Medium,45828.92,3.0,16.79,4756.0,10.0,21.0,42.89,50.8,Poor,Medium,Packaged Unit
Residential,Warm,Low,3288.37,1.0,9.11,70.0,10.0,15.0,29.34,54.71,Poor,,Multi-Split
Hospital,Warm,High,131954.58,6.0,16.24,7546.0,20.0,6.0,26.72,61.59,Average,Medium,Central Chiller
Retail,Warm,High,44692.01,3.0,12.87,7302.0,11.0,21.0,27.34,54.38,Average,Medium,Multi-Split
Office,Warm,High,31709.81,1.0,13.26,3787.0,11.0,36.0,29.16,57.16,Average,Medium,VRF
Residential,Warm,Low,2388.63,1.0,9.55,52.0,13.0,21.0,32.02,42.14,Poor,Low,Split AC
Office,Warm,Medium,9110.6,1.0,11.3,714.0,9.0,20.0,29.4,71.04,,High,Packaged Unit
Retail,Warm,Medium,749.62,1.0,15.19,67.0,11.0,12.0,26.06,59.56,Poor,High,VRF
Residential,Warm,High,2017.08,1.0,9.37,32.0,10.0,41.0,32.22,65.22,Good,Medium,Split AC
Retail,Hot,Low,9541.3,1.0,12.15,1451.0,12.0,8.0,40.01,51.35,Average,High,VRF
Residential,Warm,Low,1198.29,1.0,9.93,23.0,9.0,0.0,31.2,48.12,Average,Low,Central Chiller
Residential,Hot,Medium,703.59,1.0,10.92,14.0,,31.0,36.34,36.1,Average,,VRF
Retail,,Medium,39664.83,4.0,13.85,4458.0,13.0,11.0,32.0,60.62,Average,Medium,VRF
Hospital,Warm,High,111926.18,5.0,17.07,10503.0,23.0,12.0,31.46,26.86,Excellent,Low,Central Chiller
Industrial,Hot,Medium,91669.58,5.0,26.83,6065.0,22.0,7.0,38.35,41.04,Good,Medium,Central Chiller
Residential,Warm,Low,2034.84,,9.09,46.0,7.0,26.0,29.49,35.24,Poor,Low,Split AC
Industrial,Cold,Medium,125453.43,5.0,,2440.0,16.0,65.0,14.27,38.43,Average,Low,Packaged Unit
Office,Humid,High,,2.0,13.5,371.0,10.0,21.0,38.28,93.09,Good,High,Multi-Split
Office,Humid,High,24588.83,3.0,13.06,458.0,10.0,17.0,39.8,79.42,Excellent,Medium,VRF
Residential,Cold,Low,1450.93,1.0,8.87,12.0,13.0,18.0,16.86,48.64,Poor,Medium,Split AC
Hospital,Cold,Medium,178995.25,9.0,16.07,26126.0,21.0,29.0,,54.19,Poor,Low,Central Chiller
Residential,Warm,Low,2999.86,1.0,10.27,49.0,12.0,10.0,27.07,60.82,Average,Low,Multi-Split
Residential,Hot,High,2795.36,1.0,9.78,80.0,12.0,10.0,45.44,50.17,Good,Medium,Multi-Split
Residential,Cold,Low,1429.75,2.0,10.23,39.0,11.0,20.0,8.91,30.21,Average,Low,Split AC
Residential,Hot,High,1903.86,1.0,9.43,77.0,6.0,41.0,39.27,47.33,Good,Low,Split AC
Residential,Hot,Medium,2990.37,2.0,8.84,64.0,10.0,25.0,27.79,51.33,Average,Low,Multi-Split
Industrial,Warm,Low,51413.87,2.0,16.07,3388.0,15.0,21.0,31.21,42.4,Poor,Low,Packaged Unit
Office,Humid,Medium,37264.33,1.0,10.87,2864.0,10.0,31.0,30.21,77.27,Average,Medium,Packaged Unit
Residential,Hot,Low,1724.09,1.0,9.69,12.0,8.0,17.0,41.42,43.47,Average,Low,Split AC
Office,Cold,High,22077.22,3.0,10.44,1884.0,9.0,17.0,10.07,38.32,Good,Medium,VRF
Residential,Hot,Medium,1715.1,1.0,10.79,29.0,7.0,38.0,37.59,31.38,Average,Low,Split AC
Residential,Warm,Low,1666.71,1.0,10.98,13.0,7.0,8.0,28.24,58.31,Poor,Low,Packaged Unit
Hospital,Warm,Medium,120585.84,5.0,10.49,9502.0,23.0,19.0,30.09,46.34,Good,Low,Central Chiller
Retail,Hot,Medium,39151.25,4.0,17.42,7397.0,13.0,15.0,40.07,39.85,Good,Medium,VRF
Retail,Humid,High,11693.51,1.0,17.73,876.0,11.0,0.0,39.13,88.95,Excellent,,VRF
Residential,Hot,Low,1948.22,1.0,8.96,29.0,8.0,7.0,41.64,31.7,Poor,Medium,Split AC
Office,Hot,Medium,30846.67,1.0,13.78,2036.0,11.0,26.0,40.95,26.96,Good,Medium,Packaged Unit
Residential,Warm,Low,770.11,1.0,8.08,15.0,7.0,16.0,25.0,46.23,Poor,Low,Split AC
Office,Warm,Low,28001.46,2.0,12.21,1951.0,11.0,5.0,26.72,45.39,Average,High,Packaged Unit
Retail,Warm,Medium,78360.36,2.0,16.0,7375.0,10.0,17.0,31.03,42.39,Poor,High,VRF
Office,Hot,Low,22341.71,2.0,10.95,1284.0,8.0,16.0,36.94,27.1,Poor,Medium,VRF
Retail,Warm,High,70361.79,2.0,14.18,12047.0,14.0,9.0,28.97,40.18,Average,Medium,Packaged Unit
Residential,Humid,Medium,3229.14,1.0,8.26,89.0,11.0,25.0,33.78,100.66,Average,Low,Multi-Split
Residential,,Medium,1660.95,1.0,10.57,25.0,11.0,0.0,32.18,71.87,Poor,Low,Multi-Split
Retail,Hot,Low,61309.28,2.0,14.77,3513.0,10.0,2.0,40.15,32.94,Average,High,Multi-Split
Residential,Hot,High,2252.86,1.0,10.93,57.0,6.0,18.0,38.03,39.78,Good,Medium,Split AC
Hospital,Warm,Medium,123811.75,4.0,11.44,16282.0,22.0,38.0,28.61,60.73,Average,Low,Central Chiller
Residential,Hot,Medium,1363.21,1.0,10.86,21.0,7.0,41.0,32.44,36.74,Average,Medium,Split AC
Industrial,Warm,Medium,130032.34,6.0,22.24,4649.0,18.0,4.0,29.47,59.88,Average,Medium,Central Chiller
Residential,Cold,Medium,1040.3,1.0,8.05,44.0,13.0,19.0,15.33,26.15,Average,Low,Split AC
Office,Cold,Medium,17334.42,1.0,11.26,840.0,11.0,34.0,22.3,21.14,Average,Medium,Multi-Split
Office,Warm,Medium,24039.74,4.0,12.1,1205.0,8.0,9.0,30.46,45.69,Good,High,VRF
Retail,Hot,Medium,53402.32,2.0,15.72,4791.0,14.0,2.0,38.15,36.4,Average,Medium,Packaged Unit
Retail,,High,40433.29,2.0,14.3,3598.0,11.0,13.0,35.32,37.17,Excellent,High,Packaged Unit
Industrial,Warm,Low,74579.9,5.0,28.9,1425.0,14.0,30.0,28.85,58.57,Poor,Low,Packaged Unit
Residential,Warm,,917.43,1.0,10.66,19.0,7.0,18.0,31.14,41.21,Good,Low,Split AC
Residential,Warm,Medium,2181.62,2.0,9.86,40.0,9.0,28.0,35.6,56.89,Average,Low,Split AC
Residential,Warm,Medium,2601.56,1.0,10.07,26.0,10.0,8.0,25.29,58.84,Average,Low,Multi-Split
Office,Cold,Low,17357.42,1.0,13.2,1184.0,9.0,24.0,,35.31,Poor,High,Multi-Split
Residential,Hot,Low,1812.48,1.0,9.16,34.0,9.0,24.0,42.39,45.75,Average,Low,Split AC
Retail,Warm,Low,49210.63,3.0,16.15,6710.0,13.0,4.0,36.77,27.54,Poor,High,Packaged Unit
Residential,Warm,Low,2481.43,1.0,9.25,34.0,13.0,20.0,28.16,62.62,Average,Low,Split AC
Office,Hot,Medium,12537.8,1.0,12.66,457.0,8.0,26.0,35.36,66.03,Good,Medium,VRF
Residential,Humid,Low,1780.58,1.0,9.04,39.0,7.0,21.0,38.79,93.58,Poor,Low,Packaged Unit
Industrial,Humid,Low,65131.79,3.0,23.08,3174.0,13.0,30.0,35.09,91.3,Average,Low,Central Chiller
Hospital,Cold,Medium,154257.75,10.0,15.7,11498.0,22.0,12.0,13.69,17.75,Good,Medium,Central Chiller
Residential,Warm,Low,1203.63,2.0,8.41,26.0,7.0,17.0,31.56,46.37,Average,Medium,Split AC
Residential,Hot,Low,1645.51,1.0,10.79,29.0,9.0,35.0,46.04,,Poor,Low,Multi-Split
Office,Humid,High,19819.0,1.0,10.29,924.0,10.0,34.0,32.05,82.62,Good,,Multi-Split
Office,Warm,High,20680.74,2.0,11.27,1095.0,9.0,9.0,36.48,55.66,Average,Medium,VRF
Residential,Humid,High,3078.85,1.0,9.05,67.0,12.0,29.0,25.98,79.47,Good,Low,Multi-Split
Residential,Warm,Medium,2207.43,1.0,9.91,47.0,12.0,20.0,29.32,35.07,Poor,Medium,Split AC
Residential,Humid,Low,713.18,1.0,10.5,19.0,10.0,57.0,40.46,78.46,Average,Low,Split AC
Residential,Warm,Medium,1190.18,1.0,10.13,10.0,7.0,15.0,28.45,62.45,Poor,Low,Split AC
Residential,Hot,Low,1651.82,1.0,9.76,35.0,11.0,11.0,38.74,47.8,Average,Medium,Split AC
Residential,Cold,Low,1808.9,3.0,10.62,23.0,7.0,10.0,11.8,22.93,Average,Low,Split AC
Office,Warm,Low,20678.93,3.0,13.28,696.0,10.0,8.0,29.82,48.78,Average,Medium,VRF
Residential,Hot,Low,2285.92,1.0,9.7,55.0,6.0,38.0,36.08,38.62,Poor,Medium,Split AC
Residential,Hot,Medium,1832.0,,8.85,41.0,11.0,24.0,36.15,31.77,Average,Low,Split AC
Retail,Cold,Medium,16541.14,1.0,13.88,921.0,12.0,23.0,12.26,37.11,Average,Medium,Multi-Split
Office,Warm,High,21226.22,2.0,12.27,744.0,10.0,20.0,28.78,56.67,Good,Medium,VRF
Office,Hot,,46147.78,2.0,12.91,5263.0,9.0,29.0,45.21,50.17,Average,High,VRF
Office,,Low,30638.02,2.0,12.18,1803.0,11.0,24.0,40.35,41.92,Poor,Medium,VRF
Retail,Warm,Low,71890.96,4.0,15.2,11437.0,11.0,15.0,32.72,57.16,Average,High,VRF
Retail,Hot,Medium,44934.61,3.0,16.66,5140.0,14.0,,37.39,44.79,Average,Medium,Packaged Unit
Industrial,Hot,Medium,46928.58,1.0,28.06,1471.0,12.0,19.0,34.21,43.17,Poor,Low,Packaged Unit
Industrial,Hot,Medium,54398.79,3.0,19.46,2369.0,16.0,25.0,42.44,50.68,Poor,Low,Packaged Unit
Industrial,Warm,Medium,57628.32,1.0,21.25,,18.0,22.0,29.38,75.1,Good,Low,Packaged Unit
Hospital,Humid,Low,144338.0,9.0,13.33,12200.0,20.0,40.0,35.42,94.54,Average,Medium,Central Chiller
Office,Warm,Low,28303.49,1.0,10.24,1606.0,10.0,25.0,29.06,40.18,Poor,High,VRF
Office,Warm,High,39283.15,1.0,11.37,1804.0,8.0,0.0,28.6,50.14,Good,Medium,VRF
Retail,Cold,Medium,36048.29,1.0,12.67,4119.0,14.0,17.0,12.43,30.4,Good,Medium,VRF
Residential,Cold,Low,2218.05,2.0,8.78,57.0,10.0,8.0,13.57,46.27,Poor,Low,Split AC
Residential,,Medium,1868.76,,8.57,40.0,11.0,23.0,,45.81,Average,Low,Split AC
Industrial,Cold,Low,106397.06,5.0,28.43,4680.0,14.0,41.0,12.21,45.08,Poor,Low,Packaged Unit
Retail,Humid,High,42872.91,2.0,14.25,3666.0,15.0,11.0,27.56,77.02,Excellent,High,Packaged Unit
Office,Cold,Low,37589.53,3.0,10.79,1777.0,9.0,27.0,7.95,42.19,Poor,Medium,VRF
Retail,Warm,Medium,12329.32,1.0,13.72,1454.0,10.0,6.0,24.89,63.72,Average,High,Multi-Split
Residential,Humid,Medium,1721.05,1.0,8.52,21.0,8.0,25.0,28.45,,Good,Low,Split AC
Residential,Humid,Medium,1671.68,1.0,9.31,40.0,8.0,14.0,38.56,64.41,Average,Low,Multi-Split
Residential,Hot,Medium,1440.63,1.0,8.59,16.0,7.0,32.0,38.6,33.85,Poor,Low,Packaged Unit
Residential,Warm,Low,2200.01,1.0,10.27,58.0,6.0,26.0,23.02,55.91,Poor,Low,Split AC
Residential,Warm,Medium,1378.64,1.0,9.3,17.0,9.0,19.0,28.91,44.77,Good,Medium,Split AC
Residential,Hot,High,2649.38,1.0,9.02,103.0,9.0,38.0,39.43,33.73,Excellent,Medium,Multi-Split
Industrial,Cold,Low,71004.62,2.0,24.03,3133.0,14.0,17.0,16.5,31.54,Average,Low,Packaged Unit
Residential,,High,844.86,1.0,9.91,9.0,7.0,0.0,36.92,35.84,Excellent,Low,Split AC
Hospital,Warm,High,,4.0,13.74,8853.0,23.0,52.0,35.8,36.99,Excellent,Medium,Central Chiller
Retail,Hot,Low,10692.01,1.0,14.39,701.0,10.0,19.0,38.98,46.92,Poor,Medium,Multi-Split
Retail,Cold,Medium,62828.63,4.0,14.87,8252.0,12.0,26.0,21.0,21.6,Average,High,Central Chiller
Retail,,Low,41732.31,1.0,13.14,3121.0,11.0,21.0,36.37,34.15,Poor,Medium,VRF
Residential,Hot,,689.28,1.0,8.86,9.0,10.0,23.0,39.76,36.68,Average,Low,Split AC
Hospital,Cold,Medium,142936.14,9.0,14.43,17900.0,20.0,57.0,21.1,36.5,Average,Medium,Central Chiller
Residential,Humid,Medium,953.37,1.0,10.2,24.0,13.0,11.0,30.02,100.11,Average,Low,Split AC
Residential,Cold,Low,2740.0,1.0,10.15,35.0,9.0,6.0,15.67,24.26,Poor,Low,Multi-Split
Residential,Hot,Medium,863.34,1.0,9.64,11.0,10.0,6.0,44.42,21.98,Poor,Low,Split AC
Retail,Hot,Low,25048.31,1.0,12.63,2080.0,11.0,2.0,37.36,30.4,Poor,Medium,Split AC
Office,Humid,Low,32563.77,1.0,13.95,1831.0,9.0,40.0,30.93,83.13,Poor,Medium,VRF
Residential,Warm,Medium,2296.13,1.0,8.96,36.0,8.0,17.0,30.24,40.48,Average,Low,Split AC
Hospital,Warm,High,164673.38,10.0,16.64,22663.0,21.0,51.0,28.85,48.92,Good,Low,Central Chiller
Residential,Hot,Low,4312.73,1.0,8.45,42.0,6.0,33.0,37.86,43.09,Poor,Low,Multi-Split
Retail,Hot,Low,28729.19,2.0,17.32,2757.0,14.0,33.0,32.69,30.41,Poor,High,Packaged Unit
,Cold,High,57231.19,3.0,12.52,2813.0,14.0,29.0,12.88,40.69,Good,High,VRF
Residential,Hot,Low,2166.85,1.0,8.98,66.0,10.0,16.0,35.55,34.73,Average,Medium,Split AC
Hospital,Warm,High,67572.76,5.0,14.93,10957.0,23.0,34.0,29.16,34.54,Excellent,Low,Central Chiller
Retail,Hot,Low,38496.85,1.0,17.75,3354.0,12.0,41.0,43.57,55.42,Average,High,VRF
Residential,Warm,Low,813.95,1.0,9.58,28.0,,2.0,24.81,41.55,Poor,Low,Split AC
Residential,Hot,Medium,1212.78,1.0,10.39,14.0,10.0,26.0,42.1,8.03,Average,Low,Split AC
Office,Hot,Low,10579.64,4.0,13.66,784.0,9.0,22.0,34.23,13.85,Average,High,VRF
Residential,Warm,Medium,1201.68,2.0,10.63,16.0,7.0,10.0,30.37,46.18,Good,Low,Packaged Unit
Residential,Hot,High,1618.64,1.0,10.03,19.0,8.0,26.0,35.48,31.73,Good,Low,Split AC
Residential,Hot,Medium,2322.77,1.0,8.11,33.0,7.0,7.0,33.57,19.84,,Low,Split AC
Retail,Humid,Medium,61586.24,4.0,14.86,3852.0,13.0,26.0,36.31,89.21,Good,High,Packaged Unit
Hospital,Warm,Medium,68455.32,3.0,13.31,6784.0,23.0,22.0,26.7,35.91,Average,Medium,Central Chiller
Hospital,Hot,Low,139718.85,7.0,12.29,17125.0,23.0,30.0,35.45,30.33,Average,Medium,Central Chiller
Residential,Cold,High,929.02,1.0,10.22,11.0,10.0,0.0,12.87,39.43,Average,Low,Multi-Split
Residential,Warm,High,2164.53,1.0,10.38,29.0,6.0,11.0,27.99,,Good,Low,Split AC
Office,Humid,Medium,23910.72,2.0,11.39,1161.0,11.0,32.0,31.56,98.71,Good,Medium,Multi-Split
Retail,Hot,Medium,500.0,1.0,12.01,75.0,11.0,12.0,38.2,50.16,Good,Medium,Multi-Split
Residential,Humid,High,2461.5,1.0,9.63,53.0,11.0,44.0,33.85,82.93,Poor,Low,Split AC
Residential,Hot,Medium,3415.62,1.0,9.4,73.0,10.0,30.0,35.96,27.99,Average,Low,Multi-Split
Residential,Humid,Low,1245.27,1.0,10.65,31.0,13.0,17.0,37.23,90.93,Average,Low,Split AC
Residential,Hot,Medium,1411.3,1.0,9.02,23.0,12.0,1.0,39.54,55.0,Good,Low,Split AC
Hospital,Cold,Low,128180.17,7.0,14.99,11688.0,23.0,31.0,7.91,38.89,Average,Low,Central Chiller
Office,Hot,Medium,34891.92,1.0,12.75,1390.0,10.0,30.0,38.81,46.27,Average,Medium,VRF
Hospital,Hot,Low,,3.0,11.82,8320.0,20.0,40.0,27.33,42.87,Average,Medium,Central Chiller
Residential,Hot,Medium,1319.57,1.0,9.28,24.0,6.0,26.0,42.56,33.18,Average,Low,Multi-Split
Residential,Hot,Medium,763.01,2.0,9.64,17.0,7.0,13.0,29.29,49.07,Poor,Medium,Split AC
Residential,Warm,High,2899.47,1.0,8.33,,13.0,47.0,28.39,55.9,Good,Low,Multi-Split
Office,Warm,Medium,15107.83,1.0,12.82,656.0,9.0,22.0,24.23,58.14,Good,High,Multi-Split
Industrial,Hot,Low,22931.23,3.0,19.84,801.0,17.0,18.0,40.04,33.99,Poor,Low,Packaged Unit
Office,Warm,Medium,3246.28,1.0,10.07,259.0,10.0,44.0,29.7,47.65,Poor,High,Multi-Split
Retail,Hot,Low,47681.63,2.0,14.92,10202.0,12.0,1.0,46.34,48.24,Poor,High,Packaged Unit
Residential,Warm,Medium,2541.59,1.0,10.57,32.0,11.0,26.0,24.64,52.28,Good,Low,Multi-Split
Office,Warm,High,7284.34,1.0,12.91,615.0,,0.0,31.9,61.54,Good,High,Multi-Split
Retail,Humid,Medium,56364.02,1.0,13.15,,12.0,20.0,38.73,96.07,Average,Medium,Packaged Unit
Residential,Cold,Low,2120.59,1.0,10.21,30.0,6.0,15.0,8.92,51.27,Average,Low,Split AC
Office,Hot,Medium,37865.34,4.0,11.98,1095.0,11.0,10.0,42.54,42.82,Average,High,Packaged Unit
Office,Warm,Medium,17350.95,1.0,11.55,1686.0,8.0,42.0,31.63,57.14,Average,Medium,Multi-Split
Office,Humid,Medium,12331.6,1.0,10.01,447.0,10.0,20.0,33.04,86.48,Good,Medium,Multi-Split
Retail,Warm,Low,49364.87,1.0,13.15,3473.0,11.0,13.0,26.74,55.95,Average,Medium,VRF
Office,Warm,Medium,20757.28,1.0,11.49,,11.0,9.0,33.08,39.65,Good,Medium,Split AC
Retail,Humid,Medium,58600.05,1.0,13.87,9049.0,11.0,10.0,40.24,81.07,Average,High,VRF
Office,Hot,Low,15323.53,1.0,11.63,1012.0,8.0,51.0,46.38,60.4,Poor,High,Multi-Split
Residential,Hot,Medium,1472.39,1.0,10.63,24.0,11.0,22.0,35.3,34.59,Average,Low,Split AC
Industrial,Warm,Medium,105450.47,4.0,25.39,5863.0,12.0,32.0,37.16,62.53,Good,Low,Central Chiller
Retail,Cold,Medium,44666.34,1.0,13.85,1065.0,10.0,16.0,12.24,42.64,Poor,Medium,Packaged Unit
Retail,Hot,Medium,26226.12,1.0,17.37,1040.0,14.0,12.0,47.03,45.62,Good,High,Packaged Unit
Hospital,,Low,143288.54,5.0,11.29,20349.0,20.0,10.0,37.89,32.51,Poor,Medium,Central Chiller
Office,Warm,Medium,10144.94,2.0,13.48,622.0,9.0,17.0,37.6,50.94,Average,High,Packaged Unit
Office,Cold,High,32817.67,3.0,13.91,2439.0,10.0,25.0,16.25,31.84,Excellent,Medium,VRF
Residential,Hot,Low,878.33,1.0,9.73,13.0,9.0,21.0,40.84,41.81,Poor,Low,Split AC
Residential,Warm,High,2001.35,1.0,10.9,34.0,7.0,7.0,30.16,48.07,Good,Low,Split AC
Residential,Cold,High,2247.71,1.0,9.4,39.0,12.0,19.0,13.05,38.39,Good,Low,Split AC
Residential,Warm,Medium,818.82,1.0,8.88,11.0,11.0,3.0,27.86,71.51,Average,Medium,Split AC
Residential,Humid,Medium,2946.94,1.0,8.87,50.0,12.0,17.0,35.51,75.22,Poor,Low,Multi-Split
Industrial,Warm,High,36340.8,1.0,20.06,1082.0,20.0,47.0,28.54,44.26,Good,Low,Packaged Unit
Hospital,Warm,Low,94162.53,6.0,12.78,14501.0,21.0,33.0,31.0,61.69,Poor,Low,Central Chiller
Hospital,Warm,Low,49550.26,2.0,14.26,3989.0,21.0,0.0,31.2,58.0,Poor,Low,Central Chiller
Retail,Hot,Low,49132.06,1.0,14.09,5711.0,13.0,27.0,35.97,48.32,Poor,Medium,Central Chiller
Retail,Hot,Medium,57352.65,2.0,13.7,5554.0,14.0,13.0,36.54,24.32,Average,High,VRF
Retail,Warm,Low,70693.1,3.0,16.81,9480.0,10.0,31.0,30.87,37.7,Poor,Medium,Packaged Unit
Retail,Hot,High,77832.92,5.0,17.06,2719.0,14.0,14.0,35.87,40.22,Excellent,High,Packaged Unit
Hospital,Hot,Medium,17898.55,2.0,11.76,1714.0,20.0,4.0,36.02,34.32,Average,Medium,VRF
Residential,Warm,Low,1319.97,1.0,8.61,16.0,13.0,13.0,34.16,79.81,Poor,Low,Split AC
Residential,Cold,High,2212.48,1.0,9.86,26.0,10.0,12.0,16.52,38.03,Good,Low,Split AC
Residential,Warm,Low,2663.23,1.0,8.09,38.0,13.0,32.0,30.85,53.58,Average,Low,Multi-Split
Residential,Cold,Medium,1769.71,1.0,10.0,11.0,11.0,30.0,10.21,48.46,Poor,Low,Split AC
Office,Warm,Medium,29781.65,1.0,11.57,1316.0,9.0,22.0,32.97,65.85,Average,Medium,Multi-Split
Retail,Hot,Low,55736.2,4.0,15.32,9487.0,11.0,1.0,39.9,60.29,Poor,High,Packaged Unit
Residential,Hot,Low,1374.61,1.0,9.33,22.0,13.0,22.0,37.55,44.42,Poor,Low,Split AC
Office,Hot,Low,23034.21,1.0,13.89,1651.0,11.0,29.0,30.73,28.32,Poor,High,VRF
Retail,Warm,High,46727.76,2.0,14.19,2458.0,11.0,30.0,30.27,52.59,Good,Medium,Packaged Unit
Residential,Warm,Medium,1376.27,1.0,8.06,21.0,8.0,19.0,36.28,53.66,Average,Low,Multi-Split
Residential,Humid,,1819.47,1.0,9.33,18.0,13.0,16.0,28.52,94.01,Average,Low,Multi-Split
Industrial,Humid,Low,35759.47,4.0,16.02,1282.0,16.0,53.0,28.77,73.75,Poor,Low,Packaged Unit
Residential,Warm,High,3899.49,1.0,8.13,58.0,10.0,19.0,29.59,46.89,Average,Low,Multi-Split
,Warm,High,19445.16,1.0,11.85,1216.0,10.0,,39.81,43.92,Good,High,VRF
Industrial,Hot,High,68635.17,4.0,28.08,1757.0,12.0,27.0,31.86,36.1,Good,Low,VRF
Residential,Warm,Medium,1441.1,1.0,9.63,30.0,9.0,22.0,28.46,61.65,Average,Low,Packaged Unit
Office,Warm,Low,23403.78,1.0,12.51,1554.0,9.0,38.0,26.8,52.39,Average,Medium,VRF
Retail,Hot,Medium,13867.16,3.0,14.68,,10.0,23.0,33.51,32.26,Average,Medium,Multi-Split
Office,Hot,Medium,39385.84,4.0,10.18,2088.0,10.0,0.0,39.76,44.26,Poor,Medium,VRF
Residential,Warm,Low,1011.61,1.0,8.26,23.0,8.0,31.0,31.7,54.35,Poor,Low,Split AC
Office,Hot,High,,1.0,12.39,1487.0,8.0,14.0,35.96,,Good,Medium,Packaged Unit
Retail,Cold,Low,6441.39,2.0,16.15,588.0,11.0,24.0,15.64,23.23,Poor,Medium,Central Chiller
Residential,Hot,Low,1660.18,1.0,9.63,52.0,9.0,11.0,38.82,53.28,Poor,Low,Split AC
Industrial,Hot,High,39939.69,1.0,23.48,2807.0,23.0,24.0,37.31,27.89,Excellent,Low,VRF
Industrial,Hot,High,97883.38,6.0,17.15,5968.0,13.0,37.0,43.53,46.14,Excellent,Medium,VRF
Residential,Hot,High,1335.39,1.0,9.6,16.0,,23.0,34.88,46.03,Excellent,Low,Split AC
Hospital,Hot,Medium,126046.05,5.0,11.65,10471.0,22.0,22.0,38.72,50.51,Average,Medium,Central Chiller
Office,Hot,Medium,41751.52,1.0,11.25,2428.0,8.0,24.0,42.34,30.94,Good,Medium,VRF
Retail,Cold,Medium,50418.96,4.0,12.18,7653.0,12.0,8.0,10.37,48.49,Average,Medium,VRF
Retail,Cold,Medium,54634.5,1.0,13.3,5575.0,13.0,11.0,6.19,27.8,Good,High,Multi-Split
Office,Hot,Medium,36946.47,2.0,13.39,,11.0,20.0,34.83,42.39,Good,High,VRF
Residential,Humid,Medium,2126.87,1.0,10.94,71.0,13.0,22.0,33.43,86.71,Good,Medium,Split AC
Hospital,Humid,Low,113765.83,4.0,15.93,8077.0,20.0,33.0,33.61,69.34,Poor,Low,Central Chiller
Residential,Hot,Low,2728.95,1.0,10.55,90.0,11.0,11.0,37.65,62.39,Poor,Low,Multi-Split
Residential,Cold,Low,500.0,1.0,10.93,9.0,11.0,22.0,14.32,42.56,Poor,Medium,Split AC
Residential,Hot,Low,1810.65,1.0,10.59,39.0,11.0,14.0,39.64,43.79,Average,Low,Split AC
Residential,Hot,High,,1.0,9.79,44.0,9.0,56.0,36.44,37.67,Good,Low,Split AC
Retail,Hot,Medium,40351.8,2.0,17.21,2052.0,10.0,39.0,37.89,36.45,Good,Medium,Packaged Unit
Residential,Warm,Low,1270.75,1.0,10.26,29.0,8.0,0.0,32.63,32.47,Poor,Medium,Split AC
Office,Hot,Low,15238.21,1.0,11.69,478.0,10.0,22.0,38.86,37.71,Average,Medium,VRF
Retail,Warm,Medium,34971.54,2.0,14.24,3260.0,13.0,3.0,22.23,53.48,Average,Medium,VRF
Residential,Warm,Low,2425.11,1.0,9.4,52.0,10.0,20.0,36.1,44.09,Average,Low,Split AC
Residential,Warm,Low,2132.27,1.0,8.63,47.0,7.0,35.0,32.24,40.23,Average,Medium,Split AC
Residential,Hot,High,1375.87,1.0,10.1,24.0,9.0,4.0,34.38,46.99,Good,Medium,Split AC
Residential,Humid,High,500.0,1.0,8.87,9.0,12.0,11.0,30.11,87.56,Average,Low,Split AC
Residential,Warm,High,2377.73,1.0,9.11,44.0,8.0,35.0,32.56,71.82,,Low,Split AC
Residential,Hot,Medium,2178.65,1.0,10.55,38.0,11.0,27.0,41.45,32.5,Good,Medium,Central Chiller
Residential,Hot,Low,1110.57,1.0,8.62,10.0,12.0,25.0,38.69,39.35,Average,Low,Split AC
Industrial,Hot,Medium,48920.9,1.0,,1957.0,16.0,38.0,35.71,42.63,Average,,Multi-Split
Office,Warm,High,31612.77,1.0,11.4,1653.0,9.0,38.0,31.83,44.58,Good,Medium,VRF
Industrial,Warm,High,78343.49,,29.95,4273.0,21.0,30.0,26.45,57.57,Good,Medium,Packaged Unit
Residential,Cold,Low,1733.28,1.0,10.81,29.0,12.0,33.0,18.77,25.05,Average,Low,Split AC
Office,Warm,High,17342.23,1.0,11.04,494.0,8.0,1.0,30.21,38.2,,High,VRF
Industrial,Hot,Medium,42094.29,2.0,23.88,1040.0,18.0,19.0,35.69,40.6,Good,Medium,VRF
Office,Hot,Low,17866.88,1.0,12.77,1237.0,9.0,46.0,38.34,29.34,Average,High,VRF
